loc,cbo,dit,fanIn,fanOut,lcom,noc,rfc,wmc,numberOfAttributes,numberOfAttributesInherited,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,numberOfVersionsUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,bug
164,12,4,2,10,325,2,89,43,8,62,26,68,1,0,0,21,6,0,3,53,40,8.83333,57,54,9.5,-4,8,-0.666667,102.0,53.8032,0
209,26,4,8,18,21,3,79,62,1,396,7,57,0,0,1,7,93,0,9,1212,205,13.0323,1158,205,12.4516,54,18,0.580645,367.0,109.407,0
12,1,1,1,1,1,0,6,3,2,0,2,0,1,0,0,2,11,0,2,24,4,2.18182,25,7,2.27273,-1,3,-0.090909,139.571,78.9226,0
3,0,1,0,0,0,0,2,1,52,0,1,0,1,0,51,1,3,0,1,13,12,4.33333,7,6,2.33333,6,6,2.0,14.5714,5.52747,0
17,2,2,0,2,1,0,8,4,0,2,2,9,0,0,0,1,3,1,1,12,10,4.0,3,3,1.0,9,10,3.0,98.2857,13.0714,0
24,3,1,0,3,6,0,10,9,1,0,4,0,0,0,0,2,6,0,3,12,4,2.0,9,3,1.5,3,3,0.5,75.0,38.8929,0
1947,55,1,2,53,2080,0,680,470,12,0,65,8,1,5,3,10,318,0,10,17380,3852,54.6541,12236,2861,38.478,5144,1378,16.1761,333.1430000000001,97.7421,1
79,3,1,2,2,21,0,17,25,4,0,7,8,0,1,4,6,31,0,7,242,95,7.80645,238,95,7.67742,4,9,0.12903199999999998,367.0,53.6429,0
0,0,1,0,0,0,0,0,0,25,0,0,7,0,0,0,0,2,0,1,7,7,3.5,1,1,0.5,6,6,3.0,81.0,14.0,1
6,3,1,3,0,1,0,3,2,1,0,2,0,0,0,0,2,5,0,2,4,1,0.8,3,1,0.6,1,1,0.2,32.7143,15.4286,0
6,25,2,25,0,6,16,4,2,1,0,4,13,1,0,0,3,14,0,8,183,46,13.0714,152,54,10.8571,31,34,2.21429,368.143,183.101,0
37,6,2,0,6,6,0,22,10,2,2,4,39,2,0,0,4,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,59.5714,0.0,0
285,13,1,7,6,231,0,70,82,5,0,22,7,2,3,2,17,5,0,1,982,489,196.4,3,2,0.6,979,489,195.8,125.857,0.532296,0
87,4,1,1,3,3,0,28,24,5,0,3,27,0,0,3,2,3,0,2,8,6,2.66667,8,6,2.66667,0,0,0.0,264.857,220.83900000000003,0
108,6,1,0,6,3,0,42,16,2,0,3,9,2,0,0,3,2,0,1,0,0,0.0,1,1,0.5,-1,0,-0.5,80.8571,0.0,0
60,12,5,1,11,55,0,35,12,2,13,11,80,0,2,0,8,3,1,2,26,24,8.66667,34,32,11.3333,-8,0,-2.66667,95.5714,58.0769,0
6,2,1,0,2,1,0,8,2,0,0,2,9,0,0,0,2,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0
11,2,3,1,1,1,0,7,4,0,387,2,32,0,0,0,2,28,0,5,136,50,4.85714,134,50,4.78571,2,6,0.07142899999999999,367.0,53.2805,0
280,29,1,17,12,105,0,86,46,7,0,15,9,5,1,0,14,14,0,7,208,46,14.8571,106,46,7.57143,102,41,7.285710000000001,191.429,62.5446,0
0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,40.8571,0.0,0
35,5,2,3,2,28,0,16,15,2,0,8,16,2,0,0,8,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,87.1429,0.0,0
27,2,1,1,1,3,0,11,6,5,0,3,9,2,2,0,1,8,0,2,14,6,1.75,18,6,2.25,-4,4,-0.5,92.4286,59.2551,0
16,2,1,1,1,3,0,7,4,1,0,3,27,1,0,0,3,2,0,1,2,1,1.0,2,1,1.0,0,0,0.0,325.857,39.7857,0
7,3,3,1,2,1,0,4,2,0,1,2,45,0,0,0,2,2,0,2,7,6,3.5,6,5,3.0,1,1,0.5,170.143,60.2449,0
144,4,1,1,4,28,0,50,34,2,0,8,15,0,0,2,8,4,0,1,65,30,16.25,10,9,2.5,55,30,13.75,8.71429,2.38462,0
2557,39,1,1,39,666,0,917,659,50,23,37,8,6,5,36,20,397,1,10,22934,2078,57.7683,19199,2001,48.3602,3735,630,9.40806,367.0,176.29,1
33,6,1,6,0,55,2,18,11,2,0,11,0,1,0,0,11,3,0,1,49,41,16.3333,28,19,9.33333,21,22,7.0,40.5714,0.795918,0
3,0,2,0,0,0,0,2,1,0,1,1,17,0,0,0,0,9,1,3,64,27,7.111110000000001,10,4,1.11111,54,27,6.0,145.143,12.7299,0
140,8,1,3,5,10,1,37,48,10,0,5,8,0,0,4,4,28,0,7,407,225,14.5357,365,225,13.0357,42,32,1.5,329.0,74.1846,1
512,26,1,4,22,78,0,285,156,104,0,13,51,103,4,1,9,11,0,2,57,16,5.18182,46,16,4.18182,11,6,1.0,54.0,24.6892,1
32,6,1,1,5,15,0,21,7,1,0,6,0,1,1,0,4,13,0,5,53,13,4.0769199999999985,40,11,3.07692,13,10,1.0,191.143,44.8544,0
365,31,5,1,30,351,0,187,76,4,2,27,74,4,9,0,11,51,0,9,1064,200,20.8627,724,182,14.1961,340,119,6.66667,335.286,121.519,0
17,3,7,1,2,3,0,8,4,4,419,3,115,0,0,4,3,30,0,6,140,47,4.66667,112,47,3.733330000000001,28,7,0.933333,367.0,87.5214,0
100,6,1,0,6,3,0,29,16,4,0,3,6,4,1,0,1,3,0,2,20,13,6.66667,47,30,15.6667,-27,0,-9.0,110.857,78.8643,0
12,74,2,71,3,3,0,8,3,0,0,3,15,0,0,0,3,5,0,3,32,13,6.4,58,51,11.6,-26,11,-5.2,349.857,193.83,0
166,8,2,2,7,45,0,52,29,10,1,10,15,4,0,6,5,3,1,1,11,10,3.66667,22,19,7.33333,-11,0,-3.66667,11.7143,2.46753,0
25,4,2,2,2,6,0,7,6,4,0,4,21,4,0,0,3,9,0,4,153,72,17.0,9,4,1.0,144,72,16.0,222.857,11.4613,0
34,3,1,1,2,6,0,17,8,1,0,4,6,0,2,1,2,7,0,4,372,174,53.1429,125,92,17.8571,247,174,35.2857,61.1429,2.46697,0
158,7,2,0,7,55,0,34,34,9,4,11,33,0,0,9,11,47,0,7,622,205,13.234000000000002,535,205,11.383,87,59,1.85106,367.0,83.5916,0
0,2,1,2,0,1,3,2,0,0,0,2,9,0,0,0,2,4,0,2,9,4,2.25,2,1,0.5,7,4,1.75,43.8571,13.0159,0
396,22,5,3,19,465,2,181,127,7,2,31,73,1,2,0,11,28,0,7,1082,181,38.6429,952,236,34.0,130,98,4.64286,263.42900000000003,53.422,0
135,10,1,1,9,36,0,35,55,1,0,9,0,1,7,0,2,7,0,3,37,24,5.28571,94,72,13.4286,-57,7,-8.14286,43.0,6.57143,0
124,62,4,58,5,105,0,47,32,4,97,15,79,3,0,0,4,58,0,8,673,206,11.6034,476,206,8.2069,197,49,3.39655,333.1430000000001,65.2539,0
3,1,1,1,0,0,0,1,1,1,0,1,26,1,0,0,1,2,0,2,4,4,2.0,1,1,0.5,3,3,1.5,48.7143,22.1429,0
308,26,2,12,17,703,0,167,74,21,4,38,10,21,3,0,34,18,1,1,415,145,23.0556,285,137,15.8333,130,54,7.22222,103.714,6.83511,0
3,0,1,0,0,0,0,2,1,2,0,1,0,1,0,1,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,14.8571,0.0,0
27,0,1,0,0,45,0,10,9,1,0,10,15,0,0,0,9,15,0,3,163,79,10.8667,161,79,10.7333,2,8,0.13333299999999998,367.0,47.2287,0
3,1,1,0,1,0,0,2,1,0,0,1,8,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0
24,8,1,1,7,28,0,15,8,1,0,8,13,1,0,0,8,2,0,2,2,2,1.0,2,2,1.0,0,0,0.0,102.0,65.8571,0
23,7,2,1,6,3,0,15,3,4,0,3,28,3,0,0,1,21,0,9,122,42,5.80952,86,15,4.09524,36,27,1.71429,302.571,110.289,0
125,1,1,0,1,325,0,49,49,13,0,26,18,13,0,0,26,9,0,2,389,271,43.2222,325,295,36.1111,64,86,7.111110000000001,110.714,25.4238,0
61,6,2,1,5,28,0,17,13,4,0,8,8,4,0,0,6,6,0,2,76,43,12.6667,64,32,10.6667,12,13,2.0,99.2857,35.2387,0
3,1,2,1,0,0,0,1,1,1,0,1,26,1,0,0,1,10,0,3,42,30,4.2,41,30,4.1,1,30,0.1,97.8571,14.017,0
440,14,3,1,13,253,7,245,102,2,1,23,41,0,13,0,1,33,1,7,312,65,9.45454,252,80,7.636360000000002,60,26,1.81818,227.429,124.027,0
151,10,1,2,8,45,0,80,38,2,0,10,0,2,0,0,1,5,1,2,41,31,8.2,54,52,10.8,-13,6,-2.6,84.0,38.3798,0
83,11,1,3,9,91,0,59,18,6,0,14,9,6,0,0,14,5,0,2,35,15,7.0,14,9,2.8,21,14,4.2,13.5714,4.30612,0
10,4,1,1,3,0,0,6,2,0,0,1,9,0,0,0,0,11,0,2,107,32,9.72727,28,11,2.54545,79,32,7.18182,54.0,36.6849,0
21,0,2,0,0,21,0,8,7,0,0,7,16,0,0,0,7,11,0,1,27,10,2.45455,29,5,2.63636,-2,8,-0.181818,139.714,41.0265,0
283,8,1,5,3,120,0,95,36,18,25,16,0,18,13,0,1,10,0,4,221,94,22.1,132,59,13.2,89,65,8.9,135.0,75.8093,0
54,4,2,0,4,1,0,21,4,2,0,2,32,2,0,0,2,4,0,2,8,4,2.0,4,2,1.0,4,3,1.0,41.2857,7.964289999999999,0
26,5,3,2,3,15,1,15,8,2,6,6,39,1,0,0,4,13,0,7,43,11,3.30769,31,6,2.38462,12,6,0.923077,302.571,90.2492,0
36,8,3,5,3,21,0,19,9,3,1,7,14,2,0,0,6,6,0,1,79,40,13.1667,63,32,10.5,16,26,2.66667,49.4286,15.0362,0
37,3,1,3,1,55,0,14,11,7,1,11,27,5,0,0,3,6,0,1,7,3,1.16667,2,1,0.333333,5,2,0.833333,127.857,34.7551,1
19,3,3,1,2,1,0,4,5,2,1,2,16,0,0,2,2,2,0,2,2,1,1.0,2,1,1.0,0,0,0.0,240.143,0.642857,0
170,20,1,2,19,136,0,94,25,7,0,17,0,7,2,0,15,81,1,3,1052,174,12.9877,849,283,10.4815,203,153,2.50617,139.571,60.0582,0
841,36,1,30,7,861,0,294,225,54,0,42,8,12,16,0,26,127,0,10,8666,1365,68.2362,5536,1365,43.5905,3130,546,24.6457,367.0,112.494,1
8,12,1,11,1,1,0,6,3,0,0,2,6,0,0,0,2,5,0,4,20,10,4.0,17,12,3.4,3,10,0.6,188.429,48.4429,0
6,1,1,0,1,0,0,4,1,0,0,1,0,0,0,0,0,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,9.0,0.285714,1
9,2,1,1,1,1,0,3,2,2,0,2,9,2,1,0,1,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,19.8571,2.0,0
3,1,2,1,0,1,0,2,1,0,0,2,19,0,0,0,2,3,0,2,42,28,14.0,35,28,11.6667,7,7,2.33333,121.571,67.619,0
41,7,3,2,5,36,0,25,13,2,7,9,54,2,0,0,7,16,0,7,64,13,4.0,43,11,2.6875,21,10,1.3125,302.571,99.4174,0
412,21,3,5,16,496,2,169,98,8,4,32,36,8,9,0,22,7,0,2,130,74,18.5714,121,74,17.2857,9,6,1.28571,32.7143,9.01648,1
73,6,2,5,1,253,0,25,23,7,0,23,36,5,0,0,23,63,2,3,380,32,6.03175,335,89,5.31746,45,30,0.714286,139.143,57.3398,1
77,8,1,0,8,10,0,42,9,2,0,5,0,2,0,0,3,4,0,1,6,3,1.5,5,2,1.25,1,1,0.25,14.0,5.78571,1
34,4,1,2,2,3,0,13,10,2,0,3,9,1,0,0,3,7,0,3,58,26,8.28571,39,10,5.57143,19,17,2.71429,57.7143,12.5542,0
505,23,2,15,11,1830,2,223,108,29,4,61,10,20,1,1,43,32,1,1,586,176,18.3125,427,203,13.3438,159,68,4.96875,103.714,11.9069,0
206,12,1,0,12,6,0,78,47,0,0,4,9,0,1,0,3,13,0,8,338,151,26.0,174,51,13.3846,164,111,12.6154,349.571,231.055,0
10,4,1,1,3,1,0,8,1,0,0,2,10,0,0,0,2,4,0,2,25,16,6.25,21,13,5.25,4,12,1.0,136.571,36.12,0
276,16,1,9,7,276,1,79,49,7,0,24,16,0,0,0,16,36,0,5,833,498,23.1389,822,498,22.8333,11,30,0.305556,367.0,77.5493,0
30,4,2,1,3,6,0,12,4,1,1,4,14,1,0,0,1,12,0,3,163,79,13.5833,40,13,3.33333,123,79,10.25,149.143,5.0447,0
76,14,1,9,5,55,0,21,23,3,0,11,27,0,0,0,11,6,0,2,397,167,66.1667,312,163,52.0,85,42,14.1667,81.8571,62.0507,0
167,19,2,1,18,91,0,103,28,11,0,14,3,11,9,0,5,45,0,3,517,112,11.4889,403,101,8.95556,114,92,2.53333,49.1429,7.18127,0
407,24,1,6,19,120,3,125,73,17,11,16,9,0,0,16,9,140,1,10,7441,594,53.15,6989,594,49.9214,452,111,3.22857,367.0,55.6267,1
79,12,3,3,9,45,0,46,25,4,5,10,32,3,0,0,10,15,0,7,153,94,10.2,140,86,9.33333,13,8,0.866667,335.286,79.2708,0
19,7,2,7,0,15,0,7,7,3,152,6,41,3,1,0,5,41,0,6,190,38,4.63415,207,38,5.048780000000002,-17,4,-0.414634,367.0,103.091,0
32,5,1,1,4,10,0,20,7,1,0,5,0,1,1,0,4,14,0,9,97,41,6.92857,95,44,6.785710000000001,2,6,0.14285699999999998,335.286,217.811,0
51,5,1,2,3,1,0,22,10,2,0,2,9,1,0,0,2,9,0,3,22,5,2.44444,19,6,2.11111,3,5,0.333333,119.143,61.0455,0
3,1,1,1,0,0,0,3,1,0,0,1,8,0,0,0,0,31,0,6,515,95,16.6129,374,92,12.0645,141,41,4.54839,193.0,33.0488,0
128,11,1,5,9,21,0,59,20,2,0,7,8,1,1,0,6,22,0,4,506,120,23.0,625,208,28.4091,-119,12,-5.40909,217.0,133.701,0
58,1,2,0,1,28,0,18,14,4,0,8,24,3,0,0,7,7,0,4,63,35,9.0,18,7,2.57143,45,33,6.42857,210.143,89.0612,0
128,8,1,5,3,78,0,52,31,4,0,13,9,4,5,0,8,11,0,6,142,75,12.9091,78,51,7.090910000000001,64,68,5.81818,368.143,248.907,0
210,18,4,12,6,120,4,78,63,5,4,16,55,3,0,0,10,22,0,5,682,191,31.0,134,94,6.09091,548,191,24.9091,151.0,38.9948,0
9,3,5,2,1,3,0,5,3,1,4,3,64,1,0,0,3,4,0,2,64,31,16.0,2,2,0.5,62,31,15.5,151.0,3.79688,0
51,13,1,4,9,28,0,29,15,6,0,8,0,3,0,0,7,3,0,1,6,5,2.0,1,1,0.333333,5,5,1.66667,8.0,3.4761900000000003,0
64,74,1,69,5,153,7,35,18,2,0,18,9,0,0,1,17,22,0,6,241,45,10.9545,128,51,5.81818,113,45,5.13636,368.143,217.232,1
30,0,1,0,0,45,0,10,10,6,0,10,18,6,0,0,10,6,0,1,9,5,1.5,8,4,1.33333,1,4,0.166667,110.714,62.9365,0
25,3,3,1,2,21,0,9,7,2,5,7,32,2,0,0,6,4,0,3,17,11,4.25,19,15,4.75,-2,2,-0.5,39.5714,4.58824,0
255,1,2,0,1,861,0,123,83,2,0,42,55,2,1,0,41,3,0,2,353,351,117.667,299,297,99.6667,54,54,18.0,93.7143,39.0955,0
21,3,3,1,2,3,0,5,5,3,1,3,31,3,0,0,3,15,0,5,55,10,3.66667,68,18,4.53333,-13,4,-0.866667,322.714,65.2597,0
19,6,1,4,2,0,0,6,2,0,0,1,6,0,0,0,1,3,0,3,4,2,1.33333,3,2,1.0,1,1,0.333333,116.143,50.0714,0
56,3,2,1,2,28,0,17,20,0,6,8,11,0,0,0,8,6,0,3,28,21,4.66667,9,4,1.5,19,17,3.16667,122.143,16.6276,0
0,1,4,1,0,0,0,1,0,0,7,1,25,0,0,0,1,16,0,4,42,17,2.625,38,17,2.375,4,4,0.25,367.0,85.6224,0
222,10,4,1,9,253,2,145,63,2,19,23,192,2,1,0,21,14,0,5,994,407,71.0,114,65,8.14286,880,407,62.8571,151.143,16.6904,0
98,6,1,1,5,6,0,26,7,3,0,4,0,3,0,0,3,7,0,3,22,11,3.14286,18,7,2.57143,4,11,0.571429,87.8571,62.026,0
185,22,5,4,19,210,0,86,47,2,62,21,202,1,1,0,13,86,0,7,1544,671,17.9535,1920,671,22.3256,-376,28,-4.37209,367.0,85.1222,0
147,18,1,6,12,120,0,62,23,8,0,16,0,7,8,0,8,40,1,3,305,31,7.625,162,21,4.05,143,31,3.575,139.571,53.3499,1
225,17,2,0,17,55,0,99,29,8,1,11,19,8,7,0,4,20,1,3,423,265,21.15,198,104,9.9,225,161,11.25,61.0,20.283,1
12,3,1,1,2,3,0,7,4,0,0,3,9,0,0,0,3,4,1,1,28,13,7.0,28,13,7.0,0,4,0.0,162.143,36.4898,1
38,4,1,1,3,45,0,18,10,1,0,10,0,0,0,1,10,2,0,2,8,8,4.0,21,21,10.5,-13,0,-6.5,58.0,23.8571,0
110,9,1,1,8,120,0,68,33,1,0,16,0,0,4,1,9,3,1,1,36,25,12.0,49,48,16.3333,-13,10,-4.33333,45.8571,9.05159,0
4,1,1,0,1,1,0,3,2,0,0,2,9,0,1,0,1,3,0,3,7,6,2.33333,6,5,2.0,1,1,0.333333,186.571,74.3265,0
20,3,1,2,1,3,0,5,9,0,0,3,9,0,1,0,2,4,0,4,47,24,11.75,13,6,3.25,34,18,8.5,241.71400000000003,93.3435,0
67,4,1,0,4,6,2,17,8,2,0,4,0,2,0,0,4,5,0,2,57,40,11.4,16,13,3.2,41,27,8.2,13.5714,3.89474,0
9,2,1,2,0,3,0,4,2,8,0,3,9,0,0,8,3,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,187.286,0.0,0
83,8,2,0,8,10,0,39,18,3,1,5,19,3,1,0,4,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,9.0,0.0,1
7509,3,2,0,3,5886,0,1266,727,5,0,109,106,4,10,1,98,8,0,2,11575,5980,1446.87,9074,5451,1134.25,2501,1618,312.625,110.714,30.3292,0
64,0,1,0,0,15,0,12,9,7,0,6,0,7,0,0,4,7,1,3,23,6,3.28571,14,4,2.0,9,5,1.28571,164.0,99.5466,0
18,7,1,7,0,10,0,5,5,4,0,5,9,4,0,0,5,3,0,2,65,63,21.6667,65,63,21.6667,0,0,0.0,90.5714,11.0857,0
21,5,1,0,5,3,0,18,4,0,0,3,17,0,0,0,3,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0
37,3,1,0,3,6,0,19,8,8,0,4,9,2,2,0,2,12,0,2,21,5,1.75,21,5,1.75,0,3,0.0,145.857,73.8844,0
73,6,3,2,4,66,0,39,27,4,8,12,57,4,1,0,10,20,0,7,110,38,5.5,100,39,5.0,10,10,0.5,335.286,79.8883,0
208,8,3,2,7,276,0,104,54,14,95,24,73,8,0,0,12,66,0,9,1416,249,21.4545,763,249,11.5606,653,147,9.89394,333.1430000000001,87.7899,0
70,12,1,3,10,21,0,37,12,1,0,7,0,1,2,0,5,45,2,3,460,92,10.2222,694,278,15.4222,-234,41,-5.2,139.571,67.8391,0
75,7,4,1,6,45,0,34,14,3,0,10,32,3,3,0,7,14,0,2,142,31,10.1429,82,30,5.85714,60,25,4.28571,99.2857,21.5412,0
3,3,2,3,0,0,0,1,1,1,0,1,23,1,0,0,1,6,0,2,8,4,1.33333,5,1,0.833333,3,3,0.5,133.0,92.7143,0
132,17,1,2,16,10,1,44,13,1,0,5,0,0,0,0,4,39,0,3,306,61,7.84615,211,38,5.41026,95,25,2.4359,139.571,83.7932,0
38,5,1,3,2,15,0,20,16,1,0,6,9,1,0,0,6,4,0,1,71,42,17.75,1,1,0.25,70,42,17.5,21.8571,13.5674,1
160,7,1,1,6,21,0,61,49,6,0,7,0,6,2,0,4,15,0,6,107,31,7.13333,112,49,7.46667,-5,15,-0.333333,227.429,112.838,1
6,2,1,0,2,1,0,8,2,0,0,2,9,0,0,0,2,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0
96,4,3,1,3,105,0,48,25,5,95,15,73,3,0,0,5,37,0,7,513,235,13.8649,322,235,8.7027,191,83,5.16216,333.1430000000001,65.5792,0
43,7,2,1,6,6,0,33,11,3,0,4,15,0,0,2,4,2,0,2,2,1,1.0,2,1,1.0,0,0,0.0,34.8571,13.8571,0
6,1,1,1,0,1,0,3,2,0,0,2,0,0,0,0,2,6,0,2,8,4,1.33333,5,2,0.833333,3,3,0.5,90.4286,47.4643,0
343,11,3,0,11,15,0,106,91,11,380,6,38,2,0,9,6,86,0,8,1629,335,18.9419,1535,335,17.8488,94,65,1.09302,367.0,76.4774,0
97,4,2,3,1,190,0,25,20,8,6,20,35,8,0,0,20,10,0,2,73,32,7.3,41,17,4.1,32,32,3.2,63.8571,8.82192,0
72,9,2,1,8,10,0,23,12,14,0,5,11,1,0,13,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0
81,5,1,2,3,55,2,29,21,7,0,11,28,7,0,0,5,7,0,1,12,4,1.71429,10,4,1.42857,2,2,0.285714,168.857,93.3452,0
368,9,3,2,8,406,0,114,85,4,8,29,41,0,0,1,23,46,0,6,1599,712,34.7609,1693,825,36.8043,-94,80,-2.04348,367.0,40.0115,0
416,26,2,1,25,153,0,205,86,1,0,18,11,1,9,0,1,29,1,5,613,232,21.1379,416,170,14.3448,197,199,6.7931,175.857,97.6434,1
9,2,2,1,1,6,0,5,3,1,0,4,22,1,0,0,1,3,0,2,4,2,1.33333,4,2,1.33333,0,0,0.0,32.7143,7.285710000000001,0
100,14,6,1,13,66,0,46,20,0,13,12,82,0,2,0,8,5,1,3,33,29,6.6,49,44,9.8,-16,0,-3.2,95.5714,54.5758,0
68,5,1,1,5,15,0,30,18,2,0,6,6,2,1,0,5,7,0,2,312,138,44.5714,49,34,7.0,263,138,37.5714,61.1429,3.24863,0
9,1,2,1,0,6,0,5,3,0,0,4,22,0,0,0,1,3,0,2,2,1,0.666667,2,1,0.666667,0,0,0.0,32.7143,7.285710000000001,0
30,6,1,2,4,3,0,9,9,0,0,3,0,0,0,0,3,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.42857,0.0,0
33,21,1,15,6,3,0,18,11,32,0,3,7,0,0,16,3,21,0,5,401,170,19.0952,204,141,9.71429,197,170,9.38095,239.143,45.7075,0
106,7,1,2,5,66,0,36,22,4,0,12,9,4,4,0,8,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.42857,0.0,0
20,5,2,1,4,1,0,10,5,0,1,2,3,0,0,0,2,3,0,2,9,6,3.0,9,8,3.0,0,2,0.0,98.0,54.0952,0
95,5,1,2,3,36,0,57,28,2,0,9,9,2,0,0,3,18,0,6,196,49,10.8889,147,38,8.16667,49,20,2.72222,239.143,44.8418,1
12,3,5,3,0,10,0,6,4,2,8,5,33,0,0,0,3,21,0,5,161,72,7.66667,178,72,8.476189999999999,-17,5,-0.809524,367.0,58.4667,0
452,16,3,2,14,780,0,203,123,9,4,40,36,9,11,0,28,4,0,1,87,48,21.75,41,33,10.25,46,43,11.5,19.4286,0.418719,1
270,9,1,1,8,36,0,100,59,3,0,9,9,3,5,0,3,7,0,3,328,313,46.8571,324,313,46.2857,4,4,0.571429,148.571,27.6943,0
3,1,3,0,1,0,0,3,1,0,1,1,21,0,0,0,1,2,0,1,2,2,1.0,2,2,1.0,0,0,0.0,14.7143,7.57143,0
0,0,1,0,0,0,0,0,0,5,0,0,9,0,0,1,0,2,0,2,1,1,0.5,1,1,0.5,0,0,0.0,99.0,0.0,0
33,10,3,5,5,36,0,18,18,2,0,9,45,2,0,0,7,11,0,6,88,26,8.0,39,13,3.54545,49,13,4.45455,239.143,58.4562,1
16,4,1,2,2,3,0,12,3,0,0,3,0,0,0,0,2,9,0,5,23,10,2.55556,34,9,3.77778,-11,8,-1.22222,188.286,104.404,0
378,55,3,44,15,105,0,93,110,12,274,15,103,0,2,12,11,89,0,9,2001,399,22.4831,1889,399,21.2247,112,117,1.25843,367.0,118.103,1
28,5,1,4,1,21,0,12,7,3,0,7,8,0,0,3,5,9,0,4,24,7,2.66667,7,2,0.777778,17,7,1.88889,127.0,71.7738,0
62,10,4,3,7,36,1,30,14,3,1,9,62,3,1,0,7,3,0,2,12,11,4.0,17,17,5.66667,-5,1,-1.66667,102.0,61.0238,0
7,42,1,41,1,15,6,9,3,0,0,6,9,0,0,0,6,6,0,4,49,23,8.16667,65,51,10.8333,-16,23,-2.66667,368.143,132.746,0
7,2,6,0,2,1,0,5,2,0,0,2,20,0,0,0,2,2,1,2,2,2,1.0,2,2,1.0,0,0,0.0,95.5714,58.5714,0
124,5,2,1,5,36,0,30,44,1,68,9,33,0,0,0,5,27,0,8,317,98,11.7407,91,35,3.37037,226,63,8.37037,248.571,58.6223,0
88,10,1,0,10,3,0,53,23,4,0,3,9,4,2,0,1,11,0,6,87,46,7.909089999999999,121,51,11.0,-34,3,-3.09091,349.571,164.71400000000003,0
30,4,2,1,3,10,0,11,6,8,1,5,11,0,0,8,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0
23,6,1,1,6,1,0,11,2,1,2,2,31,0,0,1,1,4,0,4,31,13,7.75,68,51,17.0,-37,1,-9.25,349.571,143.184,0
32,13,4,12,1,15,1,10,6,0,1,6,31,0,0,0,2,11,0,6,53,12,4.81818,46,21,4.18182,7,7,0.636364,335.286,140.989,0
1144,30,3,11,19,2485,6,330,147,56,1,71,15,32,8,0,52,77,2,3,2200,348,28.5714,1366,352,17.7403,834,172,10.8312,118.714,54.4022,0
69,13,4,1,13,36,0,39,15,5,4,9,45,4,1,0,7,4,0,2,18,11,4.5,18,12,4.5,0,1,0.0,32.7143,5.6746,0
61,6,1,0,6,55,0,27,21,2,0,11,17,0,0,0,11,6,0,1,205,76,34.1667,9,3,1.5,196,76,32.6667,125.714,6.77073,0
55,10,1,0,10,6,0,36,9,1,0,4,0,0,0,0,3,16,0,3,64,23,4.0,56,17,3.5,8,6,0.5,85.4286,56.9888,0
56,13,5,9,4,91,1,36,16,1,28,14,248,1,0,0,14,9,0,4,516,277,57.3333,133,107,14.7778,383,277,42.5556,59.5714,1.29956,0
306,35,3,25,10,153,9,94,88,11,52,18,27,2,0,6,6,34,0,7,690,119,20.2941,319,84,9.38235,371,89,10.9118,216.0,90.7422,1
7,2,3,1,1,1,0,3,2,1,1,2,30,1,0,0,2,6,0,3,108,51,18.0,6,4,1.0,102,51,17.0,222.571,11.3611,0
197,10,1,1,9,28,0,67,20,4,0,8,0,0,4,0,4,11,0,4,133,72,12.0909,112,51,10.1818,21,45,1.90909,182.0,40.0462,0
41,15,1,10,6,28,0,25,11,1,0,8,13,1,1,0,6,27,1,3,94,10,3.4814800000000004,75,10,2.77778,19,7,0.703704,123.857,66.9574,1
22,2,1,2,0,1,0,3,6,4,0,2,26,1,0,0,1,2,0,1,2,2,1.0,2,2,1.0,0,0,0.0,103.0,10.8571,0
30,4,2,0,4,10,0,23,9,3,3,5,14,3,0,0,5,8,0,3,26,7,3.25,25,12,3.125,1,4,0.125,42.0,5.98901,0
